137,195,15.898,-92.489,-5.6705,7.0909
137,25,30.805,-69.829,-5,11.463
138,192,9.3333,-95,-6,5.6667
138,193,15.792,-91.351,-5.3896,8.1039
138,194,16.134,-90.646,-5.3902,8
138,24,32,-70,-5.3333,10.333
138,25,30.903,-70.452,-4.871,10.742
139,189,7,-97.5,-8,5
139,190,6.2239,-99.328,-7.7463,5.806
139,191,7.5581,-97.779,-7.1047,5.5698
139,192,10.984,-95.74,-6.3465,6.9606
139,193,13.355,-93.419,-5.871,6.4194
139,24,30.414,-70.103,-5.1379,12.241
139,25,30.857,-69.429,-4.8571,15
14,156,18,-84,-5,15
14,157,22.378,-84.956,-6.3556,10.133
14,158,21.545,-85.364,-6,11.455
14,199,25.707,-82.443,-4.7759,10.92
14,200,27.333,-79.708,-4.8125,11.854
140,187,1.3333,-104.33,-8.6667,6.6667
140,188,3.1739,-103.38,-8.942,4.2609
140,189,4.8846,-101.85,-8.3077,5.2308
140,190,6.8824,-101,-7.9412,4.7647
140,24,32.289,-70,-4.9737,12.132
141,186,3.3611,-101.92,-9.1389,5
141,187,1.7982,-103.3,-9.1579,4.2193
141,188,2.8,-103.7,-8.3,3.9
141,24,31.895,-70.474,-5.0263,12.868
142,184,6.7368,-102.95,-8.7105,5.3421
142,185,7.5422,-101.64,-8.6867,6.0241
142,186,6.4762,-101.33,-8.6905,5.9762
142,23,29.923,-70.462,-5.1538,12
142,24,31.045,-71.136,-4.8636,13.091
143,182,7.0769,-106.69,-9.1538,4.6154
143,183,6.0348,-105.57,-9.0522,5.0609
143,184,6.5476,-103.9,-8.7857,5.619
143,23,29.694,-71.056,-4.9167,12.528
143,24,30.333,-73,-4.3333,15
144,180,8.1176,-104.76,-8.1765,4.1176
144,181,7.8198,-104.83,-8.1622,4.5946
144,182,7.3718,-106.01,-8.6795,5.9487
144,183,9,-105,-9,2
144,23,29.8,-72.4,-4.9,13
145,179,10.397,-102.18,-7.5496,4.1908
145,180,9.4148,-103.74,-8.0593,5.163
145,181,6,-105,-8,4
145,23,30.105,-73.579,-4.8684,12.684
146,176,11.5,-97.5,-7,2
146,177,12.869,-97.574,-6.7869,5.2131
146,178,13.073,-99.402,-6.9268,4.5732
146,179,11.769,-100.08,-7.0385,5.6154
146,23,30.788,-75,-4.9394,13.515
147,175,5.7188,-96.813,-6.9688,4.7813
147,176,8.404,-97.219,-6.9007,5.8675
147,177,11.636,-96.818,-6.5909,4.6818
147,22,25.333,-76.667,-5,10.667
147,23,30.333,-76.077,-4.8718,13.179
148,173,8.8077,-92.962,-6.6154,6.3333
148,174,8.6632,-94.905,-6.8632,5.6842
148,175,7.0517,-96.172,-6.8621,5.1379
148,176,6,-97,-7,2
148,22,28.65,-78.25,-4.9,14.35
148,23,30.267,-77.267,-5.0667,14.067
149,171,10.809,-91.615,-6.258,7.2332
149,172,10.585,-92.733,-6.2481,6.8992
149,173,10.528,-92.202,-6.5843,5.3146
149,22,29.35,-79.35,-4.975,13.5
149,23,32.5,-79.5,-5,15
15,155,24.6,-84.2,-5.8,12
15,156,21.469,-85.122,-6.0204,10.49
15,157,19.714,-86.571,-5.2857,12.857
15,199,27,-79,-4,15
15,200,23.661,-80.395,-4.8934,11.331
15,201,24.174,-81.714,-5.0675,10.343
150,169,8.4167,-94.167,-7.0833,4.6667
150,170,6.7172,-92.939,-6.8586,6.4747
150,171,9.4176,-91.89,-6.6703,6.044
150,22,30.323,-79.968,-4.9355,13.387
151,168,8.9674,-96.087,-6.8152,7.5326
151,169,6.625,-94.106,-6.7404,7.0769
151,170,4.6667,-93.667,-6.3333,4.6667
151,21,28,-81.5,-5,13.5
151,22,29.882,-80.706,-4.9118,12.971
152,166,9.5556,-99.333,-7.1111,3
152,167,7.8234,-100.08,-7.3054,5.8982
152,168,9.5417,-97.167,-6.625,8.9167
152,21,29.5,-80.167,-4.8333,12.5
152,22,29.344,-80.969,-4.9375,13.375
153,165,8.2874,-97.506,-7.046,5.4023
153,166,8.339,-98.782,-7.0644,5.8371
153,167,8.025,-99.8,-7.3,6.55
153,21,27.667,-80.788,-4.697,13.212
153,22,27.125,-81,-5.125,12.875
154,164,9.1719,-96.203,-7.0469,5.4531
154,165,9.0549,-97.846,-7.326,4.9524
154,166,13,-98,-7,2
154,21,26.457,-81.457,-5.1429,12.257
155,163,7.5758,-93.909,-6.8788,5.0303
155,164,9.5983,-94.41,-6.9915,5.2479
155,21,28.8,-81.771,-5.2,13
156,162,6.7955,-91.705,-6.75,4.5455
156,163,7.1412,-92.906,-6.9765,4.9647
156,164,4,-92,-7,14
156,20,25,-76,-5,15
156,21,26.324,-81.703,-5.4865,12.243
157,161,13.6,-89.543,-5.9714,6.3714
157,162,10.861,-90.278,-6.3418,6.1266
157,20,26.25,-77.25,-4.5,15
157,21,25.8,-82.6,-5.2667,11.467
158,160,16.556,-88.167,-5.5556,7.1111
158,161,16.823,-88.615,-5.7708,6.6146
158,20,25.286,-83.786,-5.6429,10.714
158,21,25.217,-82.304,-5.5652,11.826
159,159,11,-92,-6,11
159,160,17.891,-87.122,-5.6259,7.8027
159,20,25.727,-82.091,-5.2121,10.455
159,21,29.167,-82,-5.3333,14.333
16,154,18.667,-86.333,-6,14.667
16,155,22.031,-84.231,-6.2308,10.338
16,201,19.406,-85.014,-5.1014,9.913
16,202,16.943,-88.274,-5.4434,9.2736
16,203,18.333,-89.667,-5,12.333
160,159,20.306,-85.212,-5.3059,9.2588
160,160,18.357,-88.786,-6,8.7857
160,20,25.054,-82.27,-5.1892,11.703
160,21,28,-84,-5,14
161,159,21.565,-84.482,-5.4235,9.4588
161,20,24.341,-83.049,-5.3415,10.39
162,158,21.105,-84.579,-5.4737,10.842
162,159,20.357,-84.375,-5.5357,9.3393
162,20,22.31,-84.414,-5.7586,8.9655
163,158,19.679,-85.667,-5.5128,9.6667
163,159,21,-87,-5,11
163,19,24.5,-80,-5,2
163,20,22.324,-84.784,-5.5946,8.6757
164,157,25,-81,-5,15
164,158,22.836,-82.932,-5.3699,11.37
164,19,24,-83.5,-5,4.5
164,20,21.848,-84.182,-5.3939,8.4545
165,157,23.318,-81,-5.1364,11.318
165,158,21.036,-81.321,-5.3929,10.393
165,19,19.333,-86.556,-6,4.7778
165,20,19.933,-86.867,-5.8667,7.4
166,157,22.464,-81.507,-5.2464,11.275
166,19,20.524,-87.429,-5.8095,6.7619
166,20,18.182,-88.909,-6.4545,8.3636
167,157,20.676,-83.297,-5.3919,10.284
167,19,19.679,-88.571,-6.0714,6.4643
167,20,20.1,-87,-6.1,10.3
168,156,26,-83.6,-5.6,10.4
168,157,21.642,-82.299,-5.2537,9.806
168,19,18.794,-91.5,-6.3529,5.1471
168,20,16,-90.333,-5.3333,10
169,156,20.456,-84.526,-5.4035,9.7193
169,157,20.706,-83.529,-5.4118,9.8235
169,19,15.167,-93.694,-6.8056,5.1111
17,153,20,-85.333,-6.4444,10.556
17,154,20.98,-84.608,-6.0784,10.922
17,155,20.375,-85.5,-6.375,9.625
17,202,15.333,-89.75,-5.6667,11.083
17,203,18.67,-85.736,-5.3516,9.8681
17,204,15.803,-87.82,-5.5738,8.7705
170,156,22.289,-83.829,-5.3816,10.079
170,19,12.9,-96.25,-7.1,4.8
171,155,22,-83,-5,13.5
171,156,22.634,-82.479,-5.4507,10.31
171,19,10.667,-97.212,-7.0909,5.2727
172,155,24.019,-82.741,-5.4815,10.185
172,156,23.64,-82.2,-5.48,10.32
172,19,9.1579,-99.605,-7.5526,5.1842
173,155,22.462,-83,-5.3718,10.333
173,19,6.1667,-101.22,-8,4.5833
174,154,13,-90,-6,10
174,155,20.053,-85.2,-5.5467,9.08
174,19,5.027,-101.89,-8.1081,4.4595
175,154,17.85,-88.05,-5.7,8.55
175,155,18.373,-88.085,-5.7627,8.7119
175,19,3.1053,-103.08,-8.6316,4.0789
176,154,19.556,-87.389,-5.6111,8.8556
176,155,19,-84.5,-5.5,2
176,19,3.3158,-103.97,-8.6842,4.4737
177,153,17.75,-88.208,-5.75,9.2083
177,154,19.263,-88.193,-5.8421,7.9298
177,19,4.9444,-104.44,-8.7222,3.75
178,152,21.5,-90.5,-6,14
178,153,17.732,-89.392,-6.0515,8.0206
178,19,6.4242,-104.67,-8.6667,3.5152
179,152,15.439,-90.879,-6.1667,8.303
179,153,16.361,-89.667,-6.0556,7.0833
179,19,6.2143,-104.5,-8.6429,4.5
18,152,23.524,-83.952,-5.7143,10.857
18,153,21.364,-84.386,-6.0909,11.205
18,204,14.942,-89.565,-5.6667,9.2464
18,205,13.827,-91.027,-5.4667,9.1867
18,206,10,-95,-6,13
180,151,16.667,-89.778,-6.3333,7.5556
180,152,16.959,-89.902,-6.3415,7.122
180,19,6.8788,-104.79,-8.5758,4.303
181,151,14.887,-91.098,-6.9774,7.4211
181,152,18.333,-89.667,-6.5556,8.5556
181,19,6.3684,-105.39,-8.6842,4.2105
182,151,11.987,-94.215,-7.9167,5.5726
182,19,5.6889,-105.62,-8.4889,4.2889
183,150,9.8146,-95.55,-9.0596,4.0331
183,151,10.991,-93.58,-8.3002,6.7968
183,19,5.4,-105.27,-8.1333,4.0667
184,149,7,-97,-10,2
184,150,7.0458,-96.484,-9.4363,5.2191
184,151,17,-96,-9,8
184,19,6.0625,-104.72,-8.1875,4.7188
185,149,3.9375,-97.083,-10.188,3.7708
185,150,5.56,-96.68,-9.68,4.5067
185,19,7.2432,-104.05,-8.027,5.1081
186,148,5,-97,-9,2
186,149,2.16,-98.51,-10.47,3.8
186,19,10.25,-103.56,-7.5,4.625
187,148,1.8462,-99.769,-11,3.6154
187,149,2.0575,-99.724,-10.885,3.8966
187,19,8.4333,-103.77,-7.8667,4.5
187,20,10.667,-104,-7,8.3333
188,147,3,-100,-10,2
188,148,2.9886,-99.08,-10.75,3.3636
188,149,-0.2,-101.4,-11.8,3.6
188,19,10.344,-103.56,-7.6563,5.0938
188,20,4.5,-111.5,-9,1
189,147,2,-97.857,-10.19,2.6667
189,148,2.5584,-97.922,-10,3.6883
189,19,11.04,-103.92,-7.52,4.56
189,20,7.2,-106,-8.2,7.4
19,151,23.59,-82.615,-5.9744,11.949
19,152,22.185,-84.296,-5.7778,12.593
19,205,10.222,-93.111,-6.1111,9.3333
19,206,9.1852,-94.741,-6.2346,7.1358
19,207,8.1957,-95.522,-6.5,6.8913
190,147,1.5909,-98.5,-10.136,3.4659
190,148,1.5,-99.5,-10.833,4
190,19,11.333,-104.17,-7.3333,5.0556
190,20,10.067,-104,-7.8,5.3333
191,146,3.6,-100.6,-8.8,7.2
191,147,-0.010526,-100.48,-10.074,3.6211
191,19,9,-103.18,-8.0909,2.9091
191,20,11.85,-104.55,-7.15,5.5
192,146,4,-101.35,-9.2692,4.1538
192,147,2.6441,-101.34,-9.7966,4.0169
192,19,8.8,-102.2,-8,3.4
192,20,10.308,-104.35,-7.3077,5.1154
193,145,3,-101,-9,8.3333
193,146,4.6818,-100.86,-8.7614,3.9432
193,147,5,-102,-9,2
193,19,8,-102,-8,2
193,20,9.3548,-103.06,-7.3871,4.5806
194,144,10,-101,-9,6
194,145,4.093,-101.02,-8.7907,4.1395
194,146,4.2727,-101.02,-8.7955,3.7727
194,19,10,-99,-8,2
194,20,10.793,-102.48,-7.0345,5.6897
195,144,24,-101,-8,7
195,145,5.2222,-100.95,-8.4815,4.2099
195,146,5,-103,-9,2
195,20,11.556,-101.63,-7.037,4.7037
196,144,7.2973,-100.7,-8.4054,4.2162
196,145,6.9773,-100.52,-8.2727,4.8409
196,20,10.667,-102.17,-7.4167,4.7778
197,144,7.2162,-100.8,-8.2027,4.1486
197,145,4,-103,-8,2
197,20,10.2,-102.24,-7.84,3.84
197,21,-2,-107,-12,5
198,143,22,-99,-7,11
198,144,7.7727,-101.05,-8.197,4.3788
198,20,12,-101.94,-7.2778,3.8333
198,21,10,-102.29,-8,7.1429
199,143,6.383,-101.53,-8.3404,3.2553
199,144,9.5238,-101.1,-8.1429,4.2381
199,20,10.222,-102,-7.8889,3.3333
199,21,9.7619,-102.95,-7.8571,4.3333
2,173,22.667,-77.667,-5.6667,10.667
2,174,21.178,-78.756,-6.6222,11
2,175,20.143,-78.082,-6.7143,11.612
2,176,19.7,-78.2,-7.05,11.8
2,185,23.333,-83.067,-5.2667,11.467
2,186,22.486,-85.333,-5.3889,11.278
2,187,23.071,-83.699,-5.3628,12.018
2,188,15.425,-89.975,-6.4375,10.338
2,189,13.037,-92.333,-6.5926,9.7778
2,192,21.443,-85.736,-5.3302,12.547
20,150,24.421,-81,-5.8947,11.737
20,151,23.636,-82.909,-6.0455,12.818
20,207,11.366,-93.634,-6.1972,8.3944
20,208,12.66,-93.82,-6.42,8.28
200,143,4.971,-102.14,-8.3043,3.5797
200,20,11,-103,-9,2
200,21,8.5484,-103.77,-8.5161,4.3226
201,143,3.2727,-101.76,-8.5303,3.1818
201,21,7.0769,-104.31,-9.1538,4.6538
202,143,5.194,-100.51,-8.194,4
202,21,6.0357,-106,-9.6429,3.4643
203,143,7.2222,-99.492,-7.8413,5.1746
203,21,7.0909,-106.14,-9.3182,3.4545
203,22,4,-103,-10,7
204,143,7.9,-98.743,-7.4429,4.8714
204,21,5.5833,-106.92,-9.75,3
204,22,5.1429,-107,-9.9286,4.6429
205,143,8.65,-97.117,-7.3,5.3333
205,21,1,-104,-11,9
205,22,4.92,-107.48,-9.92,4.24
206,143,6.4444,-97.413,-7.619,4.8095
206,22,4.5926,-107.63,-10.259,4.7037
207,143,5.1746,-99.016,-8.1746,4.7143
207,22,3.3704,-108.78,-10.519,4.1111
207,23,0,-106,-12,8
208,143,5.8261,-99.101,-8.2754,4.4058
208,144,18.5,-102,-7.5,7.5
208,22,3.9,-107.5,-10.15,4.5
208,23,0.5,-109.5,-11.5,4.5
209,143,6.5833,-100.63,-8.4167,5.0208
209,144,5.4118,-101.12,-8.2353,4.9412
209,22,2.75,-106.25,-10.125,4.75
209,23,2.35,-108.55,-10.2,3.7
21,149,23.926,-82.111,-5.9259,12.407
21,150,23.611,-82.528,-5.8056,12.417
21,208,12.314,-94.257,-6.6571,8.8857
21,209,13.304,-94.519,-6.481,8.2532
21,210,11.583,-94.25,-6.5,7.5
210,143,7.75,-100.5,-7.75,5.5
210,144,6.1774,-102.32,-8.3871,4.7903
210,23,2.44,-108.52,-10.56,4.4
211,144,4.5625,-104.08,-8.7188,4.8125
211,23,2.4828,-110,-10.69,4.3448
212,144,4.4405,-103.98,-8.8452,4.2024
212,23,2.8519,-109.78,-10.963,5.1852
213,144,4.5968,-103.82,-8.9677,4.7258
213,145,4,-103,-9,4.3333
213,23,2.1667,-110.42,-10.958,4.9167
213,24,19,-105,-11,7
214,144,5.5278,-102.58,-8.5833,5.1111
214,145,4.7813,-102.47,-8.6563,5
214,23,1.6818,-110.86,-11.273,4.5909
214,24,7.3333,-112.33,-11,5.3333
215,144,5,-103.67,-9,2
215,145,7.0781,-101.92,-8.2188,5.125
215,23,0.92857,-111.14,-11.357,4.5
215,24,2.1765,-110.94,-11.118,5.4118
216,145,7.8923,-101.52,-7.8615,5.6462
216,24,1.8065,-110.87,-11.355,4.7742
217,145,7.6119,-101.37,-7.7463,4.6119
217,24,0.36,-110.4,-11.4,4.8
217,25,4,-102,-11,7
218,145,7.3857,-101.41,-7.9,4.5
218,24,-0.59375,-110.34,-11.313,4.9375
218,25,4,-102,-11,7
219,145,7.8143,-100.7,-7.5714,4.3143
219,24,-2.25,-111,-11.45,4.25
219,25,-0.15789,-109.16,-11.158,4.8421
22,147,25,-81,-5,15
22,148,22.389,-82.5,-5.9167,11.833
22,149,21.692,-82.423,-5.6154,11.769
22,209,12.25,-95.5,-6.75,6
22,210,11.44,-95.667,-7.0267,8.1067
22,211,9.5517,-96.966,-7.3793,8.1034
220,144,9,-101,-7,8
220,145,8.6721,-100.26,-7.3115,4.9344
220,24,-3,-111,-11.667,3.3333
220,25,-1.8056,-109.94,-11.75,4.4167
221,144,8.8462,-100.46,-7.5385,3.6154
221,145,8.1509,-100.68,-7.566,5.5849
221,25,-1.9231,-108.62,-11.333,4.2821
222,144,6.8065,-100.71,-8.0323,3.6129
222,145,7.2381,-101.24,-7.8571,5.9286
222,25,-0.95652,-106.5,-10.413,4.7174
223,144,5.5862,-101.17,-8.3103,4.7241
223,145,6.75,-101.92,-8.1667,6.3333
223,25,0.24242,-104.09,-9.6667,4.697
223,26,1.6364,-104.55,-9.6364,5.9091
224,144,3.194,-102.09,-9.2985,4.2388
224,25,0,-99.25,-9,2.75
224,26,2.6667,-103.1,-9.5128,5.4359
225,144,2.4247,-103.04,-10.027,3.9589
225,26,5.9302,-96.256,-8.2326,6.0233
226,144,1.5205,-104,-10.589,3.7945
226,26,9.9024,-92.488,-7.4634,6.5854
227,143,-2.1,-106.3,-11.8,2.4
227,144,0.22078,-105,-11,3.4416
227,26,13.029,-90.057,-7.3429,8.4
227,27,13.25,-85.75,-8,5.375
228,143,-0.84091,-105.32,-12.386,3.4773
228,144,-1.1429,-105.05,-11.452,3.619
228,26,12.923,-89.769,-7.3846,6.3077
228,27,14.032,-87.677,-7.0645,9.5806
229,143,-1.0145,-104.43,-11.855,3.6232
229,144,-0.69565,-104.65,-11.435,3.2174
229,27,14.738,-88.262,-7.1905,8.4524
23,147,20.795,-82.818,-5.8864,11.545
23,148,20.167,-82.333,-5.6111,11.333
23,211,9.4355,-98.742,-7.6613,7.7097
23,212,8.9474,-99.719,-7.7719,7.9649
230,0,13.164,-103.34,-7.7808,5.0822
230,1,16.67,-100.7,-7.1339,5.75
230,143,-1.0706,-103.84,-11.376,4.0588
230,144,-0.36364,-103.91,-10.182,4.1818
230,2,17.8,-95.4,-7.2,4.6
230,27,14.634,-88.488,-7.0488,7.7317
231,0,5.6379,-106.94,-8.9138,4.6121
231,1,16.714,-99.286,-7.2857,4.8571
231,143,-0.12931,-102.91,-11.216,4.2931
231,144,1.875,-104.75,-11,2.75
231,2,20.724,-94.75,-6.6552,6.1466
231,27,13.205,-89.705,-7,7.5
231,3,12.25,-93.25,-6.75,11.25
232,0,4.3684,-107.72,-9.2105,4.4526
232,143,-0.031915,-102.6,-11.436,3.7872
232,144,1.04,-103.36,-10.2,2.84
232,2,27,-90,-5.5,2
232,27,12.872,-89.17,-6.8085,7.5957
232,3,21.637,-88.209,-6.4286,7.1648
233,0,5.186,-106.79,-9.0814,4.6628
233,1,1.6,-105.2,-10.4,5.4
233,143,-0.21429,-102.46,-11.804,3.3571
233,144,1.2727,-102.17,-10.909,2.8182
233,27,14.548,-88.048,-6.5476,8.6429
233,3,21.797,-84.435,-6.029,8.4348
233,4,15.933,-89.267,-7.0667,9.6667
234,0,2.9474,-107.26,-9.3158,3.9474
234,1,4.4306,-106.99,-8.8056,4.8056
234,143,1.087,-100.57,-11.261,3.7391
234,144,0.40179,-100.59,-10.946,3.2054
234,27,15.4,-88,-6.2667,8.4
234,3,25,-83,-6,2
234,4,22.786,-83.043,-6.1,8.8143
234,5,29,-79.333,-5.6667,14.333
235,1,3.3906,-107.72,-9.1875,4.0469
235,143,1,-102,-10,2
235,144,0.53889,-98.594,-10.972,4.15
235,145,3.2,-101.8,-10.8,2
235,2,2.9231,-107.81,-9.2308,3.7308
235,27,15.463,-87.659,-6.0976,8.5854
235,28,10,-80,-9,12
235,4,20.417,-85.5,-6.4167,8.25
235,5,22.242,-82.613,-6.2903,9.1935
236,1,6.6667,-107.33,-10.333,4.3333
236,144,1.1653,-97.559,-10.398,4.5339
236,145,3.1429,-97.786,-9.3571,3.0714
236,2,3.8929,-107.18,-8.75,3.6786
236,27,16.875,-87.825,-6.025,8.95
236,28,18.25,-85.25,-7.5,9.25
236,3,-0.33333,-104.67,-11.667,4.3333
236,5,20.8,-84.4,-6.2667,9.2333
236,6,23.057,-82.086,-6.1143,10.257
237,144,8.6892,-92.198,-8.0541,6.5946
237,145,10.405,-91.054,-7.6216,6.4797
237,2,5.5854,-106.76,-8.3902,3.8049
237,27,15.357,-88.857,-6.2143,7.3571
237,28,18.276,-88.621,-5.9655,9.3103
237,3,5.0256,-106.49,-8.641,4.7436
237,6,24.873,-82.527,-5.5636,10.073
237,7,26.385,-82.231,-5.8462,12
238,144,12.929,-88.714,-7.8095,3.8095
238,145,17.035,-85.997,-6.6325,9.0361
238,27,14,-89.5,-6,4.5
238,28,16.591,-88.909,-6.0909,9.6818
238,3,6.9432,-105.99,-8.0795,4.3409
238,6,30,-81,-5,2
238,7,24.902,-83.426,-5.7049,9.9508
