38.41,1.95315,2.192,7.12827,20.921,7,-105,-9,11,35,38.405,1,1,60.9755,
68.435,1.54197,1.641,7.51721,16.388,26,-77,-7,15,63,68.431,1,1,29.8716,
99.432,1.59309,1.359,9.37804,16.603,40,-72,-5,15,68,99.428,1,1,48.6252,
129.434,1.54218,1.448,8.52035,16.194,39,-80,-5,15,60,129.429,1,1,48.8802,
172.425,2.21057,2.188,8.08253,23.425,28,-89,-5,2,51,172.419,1,1,47.8097,
222.408,2.57071,1.73,11.8877,26.45,28,-78,-5,2,62,222.402,1,1,68.488,
255.427,1.69599,1.44,9.42215,17.679,27,-85,-6,2,55,255.421,1,1,67.5535,
287.433,1.64452,2.184,6.02387,17.929,11,-89,-7,2,51,287.428,1,1,84.188,
336.42,2.51856,1.761,11.4415,25.993,24,-83,-5,15,57,336.413,1,1,113.86,
367.415,1.59341,1.551,8.21873,16.778,31,-66,-5,2,74,367.41,1,1,119.794,
400.414,1.69601,1.504,9.02131,17.73,6,-82,-6,2,58,400.409,1,1,128.323,
443.41,2.21091,1.544,11.4555,22.766,19,-80,-6,2,60,443.404,1,1,120.635,
476.42,1.69635,1.418,9.57038,17.65,11,-85,-6,12,55,476.415,1,1,127.67,
509.434,1.69641,1.542,8.8011,17.788,10,-87,-6,10,53,509.429,1,1,107.077,
541.427,1.64445,1.376,9.56078,17.115,20,-82,-5,15,58,541.422,1,1,52.4576,
573.413,1.64521,1.679,7.83898,17.404,24,-85,-6,2,55,573.408,1,1,32.6669,
656.422,4.26778,2.7,12.6453,43.934,13,-82,-6,2,58,656.407,1,1,29.1427,
689.422,1.69595,2.48,5.47081,18.714,4,-78,-8,12,62,689.417,1,1,44.7397,
720.419,1.59428,1.372,9.29609,16.603,20,-72,-6,10,68,720.414,1,1,51.5909,
