32.204,1.6456,1.445,9.1108,17.139,14,-93,-7,10,47,32.199,1,1,44.406
65.177,1.696,1.215,11.167,17.396,12,-86,-5,11,54,65.173,1,1,0
179.25,5.8615,3.064,15.304,59.822,15,-92,-7,2,48,179.24,1,1,43.786
210.18,1.5928,1.208,10.548,16.387,8,-89,-6,9,51,210.18,1,1,32.401
272.17,3.1888,1.992,12.807,32.666,2,-88,-5,6,52,272.16,1,1,32.169
303.19,1.5933,1.239,10.288,16.438,15,-90,-8,2,50,303.19,1,1,32.774
377.18,3.8038,1.99,15.292,38.675,18,-93,-7,10,47,377.17,1,1,41.598
427.19,2.5697,1.485,13.843,26.178,12,-95,-7,2,45,427.18,1,1,39.037
514.18,4.4719,2.184,16.381,45.367,18,-89,-6,14,51,514.17,1,1,37.558
565.18,2.6211,1.556,13.476,26.739,10,-95,-8,2,45,565.17,1,1,7.3189
685.22,6.1705,5.481,9.0064,65.188,-5,-105,-13,2,35,685.21,1,1,57.693
718.18,1.696,1.125,12.06,17.308,21,-83,-7,15,57,718.18,1,1,0
754.18,1.8509,1.417,10.45,19.097,7,-95,-9,2,45,754.17,1,1,41.14
907.2,7.8651,10.991,5.7248,87.192,-3,-107,-11,3,33,907.18,1,1,48.258
949.18,2.1595,2.008,8.6036,22.695,15,-91,-6,2,49,949.18,1,1,56.34
