78.278,3.99368,1.32,24.2041,40.063,30,-85,-6,2,55,78.267,1,1,48.4605,
104.278,1.33122,0.538,19.7951,13.281,31,-73,-4,15,67,104.271,1,1,50.8871,
188.28,4.30087,2.394,14.3722,44.139,32,-79,-5,2,61,188.263,1,1,78.7176,
221.277,1.68963,0.682,19.8197,16.925,24,-81,-6,2,59,221.269,1,1,74.965,
256.26,1.79203,0.755,18.9884,17.98,27,-73,-5,2,67,256.253,1,1,88.1217,
337.282,4.14726,1.297,25.5806,41.545,19,-80,-5,12,60,337.271,1,1,122.165,
427.285,4.60808,3.442,10.7102,48.193,7,-89,-9,10,51,427.267,1,1,113.055,
505.274,3.99366,1.352,23.6311,40.092,27,-80,-6,11,60,505.263,1,1,89.6665,
551.28,2.35524,0.741,25.4277,23.487,21,-76,-5,14,64,551.271,1,1,58.6088,
580.272,1.48483,0.56,21.2118,14.797,34,-81,-5,11,59,580.264,1,1,62.7075,
627.276,2.40643,1.1,17.5013,24.342,17,-80,-5,2,60,627.267,1,1,18.7762,
695.266,3.48166,1.346,20.6934,35.078,5,-78,-7,6,62,695.256,1,1,38.0138,
749.276,2.76484,1.265,17.4852,28.007,16,-74,-5,2,66,749.267,1,1,33.4517,
