0.262,0,51.4903,7.41228,166.145,4.04163,71.2827,1,6,-94,-9,2,46,44,6,26385408,262,1,95,13499,
1.352,5.42883,51.4903,7.41235,167.177,4.61519,75.0361,1,6,-94,-9,2,46,44,6,26385408,262,1,95,13499,
2.277,11.0097,51.4903,7.41243,167.685,5.2697,82.2073,1,14,-89,-7,14,51,50,8,26385408,262,1,95,13499,
3.293,18.4455,51.4904,7.41253,168.156,9.57614,83.1945,1,14,-89,-7,14,51,50,8,26385408,262,1,95,13499,
4.272,30.7401,51.4904,7.41271,168.18,10.7572,82.2159,1,14,-89,-7,14,51,50,8,26385408,262,1,95,13499,
5.28,45.8839,51.4904,7.41292,168.895,12.073,80.8121,1,13,-86,-6,12,54,52,8,26385408,262,1,95,13499,
6.279,57.8258,51.4904,7.4131,169.511,12.5834,80.0099,1,13,-86,-6,12,54,52,8,26385408,262,1,95,13499,
7.291,70.3557,51.4904,7.41328,169.422,12.3544,80.4317,1,12,-87,-9,9,53,54,8,26385408,262,1,95,13499,
8.287,83.138,51.4904,7.41346,168.733,12.5661,80.0789,1,12,-87,-9,9,53,54,8,26385408,262,1,95,13499,
9.286,96.68,51.4905,7.41365,168.131,12.8813,79.4894,1,14,-86,-8,12,54,56,8,26385408,262,1,95,13499,
10.271,108.864,51.4905,7.41382,167.385,12.9263,78.9442,1,14,-86,-8,12,54,56,8,26385408,262,1,95,13499,
11.257,121.526,51.4905,7.414,166.572,13.6676,77.7087,1,4,-87,-7,6,53,53,8,26385408,262,1,95,13499,
12.26,136.42,51.4905,7.41421,166.067,14.1269,77.6409,1,4,-87,-7,6,53,53,8,26385408,262,1,95,13499,
13.282,150.137,51.4906,7.41441,165.456,14.209,78.0192,1,18,-82,-6,14,58,56,8,26385408,262,1,95,13499,
14.28,163.66,51.4906,7.4146,164.482,13.9382,79.1239,1,18,-82,-6,14,58,56,8,26385408,262,1,95,13499,
15.267,178.442,51.4906,7.41481,163.6,13.8305,80.9112,1,13,-85,-6,12,55,53,8,26385408,262,1,95,13499,
16.281,192.865,51.4906,7.41501,162.603,13.8268,81.529,1,13,-85,-6,12,55,53,8,26385408,262,1,95,13499,
17.276,206.42,51.4907,7.41521,161.665,13.7824,82.3454,1,13,-84,-6,2,56,53,8,26385408,262,1,95,13499,
18.288,218.804,51.4907,7.41539,160.44,13.8059,83.5323,1,13,-84,-6,2,56,53,8,26385408,262,1,95,13499,
19.273,232.706,51.4907,7.41559,159.253,13.522,85.7052,1,-6,-84,-7,2,56,55,8,26385408,262,1,95,13499,
20.285,246.572,51.4907,7.41579,158.327,13.5322,87.7771,1,-6,-84,-7,2,56,55,8,26385408,262,1,95,13499,
21.306,259.265,51.4907,7.41597,157.161,13.6245,90.3987,1,8,-84,-10,2,56,57,8,29391105,262,1,351,13499,
22.279,273.208,51.4907,7.41617,156.259,13.7659,93.4621,1,8,-84,-10,2,56,57,8,29391105,262,1,351,13499,
23.297,286.998,51.4906,7.41637,155.626,13.7605,95.8294,1,8,-84,-10,2,56,57,8,29391105,262,1,351,13499,
24.28,300.147,51.4906,7.41656,155.256,12.9155,97.1564,1,18,-82,-10,2,58,58,8,29391105,262,1,351,13499,
25.343,312.913,51.4906,7.41674,154.985,11.0385,99.3973,1,18,-82,-10,2,58,58,8,29391105,262,1,351,13499,
26.263,323.483,51.4906,7.41689,155.014,9.80814,100.427,1,16,-81,-9,2,59,59,8,29391105,262,1,351,13499,
27.28,330.966,51.4906,7.41699,154.732,6.5547,99.3727,1,16,-81,-9,2,59,59,8,29391105,262,1,351,13499,
28.268,336.188,51.4906,7.41707,153.986,5.17311,79.185,1,24,-80,-9,14,60,60,6,29391105,262,1,351,13499,
29.291,340.39,51.4906,7.41712,153.779,4.23986,53.5022,1,24,-80,-9,14,60,60,6,29391105,262,1,351,13499,
30.273,344.561,51.4906,7.41716,153.796,3.23402,34.5193,1,20,-86,-9,12,54,54,6,29391105,262,1,351,13499,
31.274,347.193,51.4906,7.41718,153.836,3.34637,15.4743,1,20,-86,-9,12,54,54,6,29391105,262,1,351,13499,
32.291,351,51.4907,7.41719,154.398,4.38753,13.8826,1,19,-88,-9,12,52,52,6,29391105,262,1,351,13499,
33.291,356.611,51.4907,7.41717,154.653,6.95189,348.67,1,19,-88,-9,12,52,52,6,29391105,262,1,351,13499,
34.284,362.944,51.4908,7.41716,155.014,7.86897,348.123,1,11,-90,-10,9,50,51,6,29391105,262,1,351,13499,
35.251,370.229,51.4908,7.41714,155.447,7.17907,350.667,1,11,-90,-10,9,50,51,6,29391105,262,1,351,13499,
36.288,377.58,51.4909,7.41717,156.012,6.38961,23.496,1,9,-91,-10,8,49,49,6,29391105,262,1,351,13499,
37.271,383.752,51.4909,7.41725,156.706,6.24532,70.1626,1,9,-91,-10,8,49,49,6,29391105,262,1,351,13499,
38.265,390.225,51.4909,7.41735,156.873,7.74285,91.3957,1,7,-91,-10,8,49,50,6,29391105,262,1,351,13499,
39.287,398.38,51.4909,7.41746,156.744,7.83041,92.6518,1,7,-91,-10,8,49,50,6,29391105,262,1,351,13499,
40.285,407.316,51.4909,7.41759,156.592,7.99897,93.7052,1,3,-96,-11,7,44,44,6,29391105,262,1,351,13499,
41.272,416.17,51.4909,7.41772,156.481,8.45582,94.0411,1,3,-96,-11,7,44,44,6,29391105,262,1,351,13499,
42.292,424.863,51.4909,7.41785,156.267,8.76434,94.0389,1,14,-95,-10,2,45,46,6,29391105,262,1,351,13499,
